id,outlet_code_national,outlet_code_local,is_key_river_outlet,key_river_name,river_system,province_city_district,township,outlet_name,watershed_name,outlet_category,is_lake_inflow,is_water_func_zone,level1_water_func_zone,level1_water_quality_target,level2_water_func_zone,level2_water_quality_target,is_water_env_func_zone,water_env_func_zone_name,water_env_func_zone_target,national_section_name,provincial_section_name,municipal_section_name,river_chief_info,create_by,create_time,update_by,update_time,del_flag,geom
785,,,否,,长江流域片;清江;清江,长阳土家族自治县,都镇湾镇,宜昌市长阳土家族自治县都镇湾镇石城东北230米雨洪排口,长江流域,其他排口 / 城镇雨洪排口,,,,,,,,,,隔河岩水库坝上,,,,1,,1,,0,0101000020E61000008CBAD6DEA7B25B40DC813AE5D1553E40
